"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KFRESTYM","journalArticle","2024","Brito, Henrique; Lopes, Henrique; Vaz de Carvalho, Margarida; Carrilho, Daniel; Carvalho, Adriano; Araújo, Duarte","The effects of nature-based vs. indoor settings on the adaptability, performance and affect of calisthenics exercisers. A registered report","Psychology of Sport and Exercise","","1469-0292","10.1016/j.psychsport.2024.102626","https://www.sciencedirect.com/science/article/pii/S1469029224000372","Comparisons of the beneficial effects of nature-based versus indoor physical activity have been extensively reported, but existing research addresses mainly aerobic activity (running, jogging), not resistance or mixed (aerobic and resistance) exercise. It is unclear if the psychological benefits extend to functionality, i.e., if participants perform their activities better in nature, and how movement is expressed in nature-based and indoor environments, during similar exercise. The present registered report was a randomized controlled trial investigating how engaging in similar resistance-based exercise (calisthenics) in nature-based and indoor settings differed in affective valence, perceived exertion, visual attention, movement adaptability, heart rate variability, and performance. Nature-based exercisers (N = 51) showed increased performance output than indoor exercisers (N = 53) (p < 0.001). There were no group differences in affective valence, perceived exertion, or visual attention. However, psychological states of nature-based exercisers showed stronger associations to performance output (r < 0.33) than those of indoor exercisers (r < 0.03). Nature-based exercisers’ movement variability and structure, measured with non-linear and fractal techniques (Sample Entropy and Detrended Fluctuation Analysis), were more regular (p < 0.001) and more functionally adaptive (long-term Detrended Fluctuation Analysis, p = 0.022) to achieve better performance output. Heart rate variability measures were not different between groups. Distinct environments can influence movement adaptability in a calisthenics exercise routine, and ultimately contribute to better performance. These results show how action is specific to task environment, and how action implies not only the task, but also the characteristics of the environment. Trial registration NCT05090501 (Clinicaltrials.gov). Registered October 21, 2021.","2024-07-01","2024-04-06 02:29:18","2024-04-06T02:29:18Z","2024-04-05 17:40:30","102626","","","73","","Psychology of Sport and Exercise","","","","","","","","","","","","","ScienceDirect","","Citation Key: Brito-2024","","","","","Feeling; Green exercise; Nature; Perceptual attunement; Performance; Variability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CPAVNV4F","journalArticle","2024","Schmidt, Oliver; Heck, Daniel W.","The relevance of syntactic complexity for truth judgments: A registered report","Consciousness and Cognition","","1053-8100","10.1016/j.concog.2023.103623","https://www.sciencedirect.com/science/article/pii/S1053810023001605","Fluency theories predict higher truth judgments for easily processed statements. We investigated two factors relevant for processing fluency: repetition and syntactic complexity. In three online experiments, we manipulated syntactic complexity by creating simple and complex versions of trivia statements. Experiments 1 and 2 replicated the repetition-based truth effect. However, syntactic complexity did not affect truth judgments although complex statements were processed slower than simple statements. This null effect is surprising given that both studies had high statistical power and varied in the relative salience of syntactic complexity. Experiment 3 provides a preregistered test of the discounting explanation by using improved trivia statements of equal length and by manipulating the salience of complexity in a randomized design. As predicted by fluency theories, simple statements were more likely judged as true than complex ones, while this effect was small and not moderated by the salience of complexity.","2024-01-01","2024-01-13 07:59:52","2024-01-13T07:59:52Z","2024-01-12 16:01:35","103623","","","117","","Consciousness and Cognition","The relevance of syntactic complexity for truth judgments","","","","","","","","","","","","ScienceDirect","","Citation Key: Schmidt-2024","","","","","Processing fluency; Repetition-based truth effect; Syntactic complexity; Truth judgments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIEC5GTK","journalArticle","2017","Soliman, Monica; Peetz, Johanna; Davydenko, Mariya","The Impact of Immersive Technology on Nature Relatedness and Pro-Environmental Behavior","Journal of Media Psychology","","1864-1105, 2151-2388","10/gfsp7j","http://econtent.hogrefe.com/doi/10.1027/1864-1105/a000213","","2017-03-21","2023-06-13 13:28:24","2023-06-13T13:28:24Z","2017-03-25 23:14:26","8-17","","1","29","","","","","","","","","","en","","","","","CrossRef","","","","","","life science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZX2KXHYS","journalArticle","2023","Pennington, Charlotte, R; MONK, REBECCA; Heim, Derek; Rose, Abi; Gough, Tom; Jones, Andy","The labels and models used to describe problematic substance use impact discrete elements of stigma: A Registered Report","Psychology of Addictive Behaviors","","0893-164X","","","Objectives: Problematic substance use is one of the most stigmatised health conditions leading research to examine how the labels and models used to describe it influence public stigma. Two recent studies examine whether beliefs in a disease model of addiction influence public stigma but result in equivocal findings – in line with the mixed-blessings model, Kelly et al. (2021) found that whilst the label ‘chronically relapsing brain disease’ reduced blame attribution, it decreased prognostic optimism and increased perceived danger and need for continued care; however, Rundle et al. (2021) conclude absence of evidence. This study isolates the different factors used in these two studies to assess whether health condition (drug use vs. health concern), aetiological label (brain disease vs. problem), and attributional judgement (low vs. high treatment stability) influence public stigma towards problematic substance use. Methods: 1613 participants were assigned randomly to one of eight vignette conditions that manipulated these factors. They completed self-report measures of discrete and general public stigma and an indirect measure of discrimination. Results: Greater social distance, danger, and public stigma but lower blame were ascribed to drug use relative to a health concern. Greater (genetic) blame was reported when drug use was labelled as a ‘chronically relapsing brain disease’ relative to a ‘problem’. Findings for attributional judgement were either inconclusive or statistically equivalent. Discussion: The labels used to describe problematic substance use appear to impact discrete elements of stigma. We suggest that addiction is a functional attribution, which may explain the mixed literature on the impact of aetiological labels on stigma to date.","2023-02-16","2023-05-01 07:01:03","2023-05-01T07:01:03Z","","","","","","","","The labels and models used to describe problematic substance use impact discrete elements of stigma","","","","","","","","","","","","Edge Hill University","","","","","","","addiction; brain disease; discrimination; models of addiction; problematic substance use; stigma; vignettes; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WA9G5CUQ","journalArticle","2023","MacSweeney, Niamh; Allardyce, Judith; Edmondson-Stait, Amelia; Shen, Xueyi; Casey, Hannah; Chan, Stella W. Y.; Cullen, Breda; Reynolds, Rebecca M.; Frangou, Sophia; Kwong, Alex S. F.; Lawrie, Stephen M.; Romaniuk, Liana; Whalley, Heather C.","The role of brain structure in the association between pubertal timing and depression risk in an early adolescent sample (the ABCD Study®): A registered report","Developmental Cognitive Neuroscience","","1878-9293","10.1016/j.dcn.2023.101223","https://www.sciencedirect.com/science/article/pii/S1878929323000282","Background Earlier pubertal timing is associated with higher rates of depressive disorders in adolescence. Neuroimaging studies report brain structural associations with both pubertal timing and depression. However, whether brain structure mediates the relationship between pubertal timing and depression remains unclear. Methods The current registered report examined associations between pubertal timing (indexed via perceived pubertal development), brain structure (cortical and subcortical metrics, and white matter microstructure) and depressive symptoms in a large sample (N = ~5,000) of adolescents (aged 9-13 years) from the Adolescent Brain Cognitive Development (ABCD) Study. We used three waves of follow-up data when the youth were aged 10-11 years, 11-12 years, and 12-13 years, respectively. We used generalised linear-mixed models (H1) and structural equation modelling (H2 & H3) to test our hypotheses. Hypotheses We hypothesised that earlier pubertal timing at Year 1 would be associated with increased depressive symptoms at Year 3 (H1), and that this relationship would be mediated by global (H2a-b) and regional (H3a-g) brain structural measures at Year 2. Global measures included reduced cortical volume, thickness, surface area and sulcal depth. Regional measures included reduced cortical thickness and volume in temporal and fronto-parietal areas, increased cortical volume in the ventral diencephalon, increased sulcal depth in the pars orbitalis, and reduced fractional anisotropy in the cortico-striatal tract and corpus callosum. These regions of interest were informed by our pilot analyses using baseline ABCD data when the youth were aged 9-10 years. Results Earlier pubertal timing was associated with increased depressive symptoms two years later. The magnitude of effect was stronger in female youth and the association remained significant when controlling for parental depression, family income, and BMI in females but not in male youth. Our hypothesised brain structural measures did not however mediate the association between earlier pubertal timing and later depressive symptoms. Conclusion The present results demonstrate that youth, particularly females, who begin puberty ahead of their peers are at an increased risk for adolescent-onset depression. Future work should explore additional biological and socio-environmental factors that may affect this association so that we can identify targets for intervention to help these at-risk youth.","2023-02-24","2023-02-27 20:40:42","2023-02-27T20:40:42Z","2023-02-27 20:40:40","101223","","","","","Developmental Cognitive Neuroscience","The role of brain structure in the association between pubertal timing and depression risk in an early adolescent sample (the ABCD Study®)","","","","","","","en","","","","","ScienceDirect","","","","","","","ABCD Study; adolescent depression; brain structure; pubertal timing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VHRDMI88","journalArticle","2022","van der Miesen, Maite M.; van der Lande, Glenn J.M.; Hoogeveen, Suzanne; Schjoedt, Uffe; van Elk, Michiel","The effect of source credibility on the evaluation of statements in a spiritual and scientific context: A registered report study","Comprehensive Results in Social Psychology","","2374-3603","10.1080/23743603.2022.2041984","https://doi.org/10.1080/23743603.2022.2041984","The current registered report investigated the effects of source credibility in relation to one’s own worldviews (i.e. supernatural beliefs and belief in science) in a spiritual and scientific context. We asked people to rate the truthfulness of ambiguous auditory statements about the cosmos attributed to a scientist or a spiritual guru and analyzed this using hierarchical Bayesian modeling. In line with our hypotheses, we found that the scientist was seen as more credible than the spiritual guru. The overall credibility of the statements was positively related to supernatural beliefs. These beliefs also interacted with the source of the statement, which was reflected in a tendency for supernatural believers to rate statements from both the scientist and the guru as credible. In contrast, with increasing belief in science, the credibility of the sources diverged with higher ratings for the scientist compared to the guru. The study involved a conceptual replication of previous research and increased the confidence in the robustness of source credibility effects and their interaction with people’s worldviews.","2022-04-12","2023-02-24 21:40:31","2023-02-24T21:40:31Z","2023-02-24 21:40:31","1-26","","0","0","","","The effect of source credibility on the evaluation of statements in a spiritual and scientific context","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/23743603.2022.2041984","","","","","Source credibility; belief in science; science; spirituality; supernatural beliefs; worldviews","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJYXQN7L","journalArticle","2022","Pope-Caldwell, Sarah; Lew-Levy, Sheina; Maurits, Luke; Boyette, Adam H.; Ellis-Davies, Kate; Haun, Daniel; Over, Harriet; House, Bailey R.","The social learning and development of intra- and inter-ethnic sharing norms in the Congo Basin: A registered report protocol","PLOS ONE","","1932-6203","10.1371/journal.pone.0276845","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276845","Compared to other species, the extent of human cooperation is unparalleled. Such cooperation is coordinated between community members via social norms. Developmental research has demonstrated that very young children are sensitive to social norms, and that social norms are internalized by middle childhood. Most research on social norm acquisition has focused on norms that modulated intra-group cooperation. Yet around the world, multi-ethnic communities also cooperate, and this cooperation is often shaped by distinct inter-group social norms. In the present study, we will investigate whether inter-ethnic and intra-ethnic social norm acquisition follows the same, or distinct, developmental trajectories. Specifically, we will work with BaYaka foragers and Bandongo fisher-farmers who inhabit multi-ethnic villages in the Republic of the Congo. In these villages, inter-ethnic cooperation is regulated by sharing norms. Through interviews with adult participants, we will provide the first descriptive account of the timing and mechanism by which BaYaka and Bandongo learn to share with out-group members. Children (5–17 years) and adults (17+ years) will also participate in a modified Dictator Game to investigate the developmental trajectories of children’s intra- and inter-ethnic sharing choices. Based on our ethnographic knowledge of the participating communities, we predict that children’s intra-ethnic sharing choices in the Dictator Game will match those of adults at an earlier age than their inter-ethnic sharing choices. We will analyze our data using logistic Bayesian modelling.","2022-11-15","2023-02-24 21:39:17","2023-02-24T21:39:17Z","2023-02-24 21:39:17","e0276845","","11","17","","PLOS ONE","The social learning and development of intra- and inter-ethnic sharing norms in the Congo Basin","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","","","","Animal sociality; Children; Culture; Dictator game; Ethnic groups; Ethnicities; Human learning; Prosocial behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66DJAQK7","journalArticle","2021","Makovi, Kinga; Kasak-Gliboff, Hannah","The effects of ideological value framing and symbolic racism on pro-environmental behavior","Scientific Reports","","2045-2322","10.1038/s41598-021-00329-z","https://www.nature.com/articles/s41598-021-00329-z","Environmental degradation continues to be one of the greatest threats to human well-being, posing a disproportionate burden on communities of color. Environmental action, however, fails to reflect this urgency, leaving social-behavioral research at the frontier of environmental conservation, as well as environmental justice. Broad societal consensus for environmental action is particularly sparse among conservatives. The lack of even small personal sacrifices in favor of the environment could be attributed to the relatively low salience of environmental threats to white Americans and the partisan nature of environmentalism in America. We evaluate if (1) environmental action is causally related to the ideological value framing of an environmental issue; and (2) if the perceived race of impacted communities influences environmental action as a function of racial resentment. With this large-scale, original survey experiment examining the case of air-pollution, we find weak support for the first, but we do not find evidence for the second. We advance our understanding of environmental justice advocacy and environmental inaction in the United States.","2021-11-12","2023-02-24 21:18:45","2023-02-24T21:18:45Z","2023-02-24 21:18:45","22189","","1","11","","Sci Rep","","","","","","","","en","2021 The Author(s)","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","","","","Psychology and behaviour; Sustainability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IWJMEZTE","journalArticle","2023","Pittelkow, Merle-Marie; Field, Sarahanne M.; Isager, Peder M.; van’t Veer, Anna E.; Anderson, Thomas; Cole, Scott N.; Dominik, Tomáš; Giner-Sorolla, Roger; Gok, Sebahat; Heyman, Tom; Jekel, Marc; Luke, Timothy J.; Mitchell, David B.; Peels, Rik; Pendrous, Rosina; Sarrazin, Samuel; Schauer, Jacob M.; Specker, Eva; Tran, Ulrich S.; Vranka, Marek A.; Wicherts, Jelte M.; Yoshimura, Naoto; Zwaan, Rolf A.; van Ravenzwaaij, Don","The process of replication target selection in psychology: what to consider?","Royal Society Open Science","","","10.1098/rsos.210586","https://royalsocietypublishing.org/doi/full/10.1098/rsos.210586","Increased execution of replication studies contributes to the effort to restore credibility of empirical research. However, a second generation of problems arises: the number of potential replication targets is at a serious mismatch with available resources. Given limited resources, replication target selection should be well-justified, systematic and transparently communicated. At present the discussion on what to consider when selecting a replication target is limited to theoretical discussion, self-reported justifications and a few formalized suggestions. In this Registered Report, we proposed a study involving the scientific community to create a list of considerations for consultation when selecting a replication target in psychology. We employed a modified Delphi approach. First, we constructed a preliminary list of considerations. Second, we surveyed psychologists who previously selected a replication target with regards to their considerations. Third, we incorporated the results into the preliminary list of considerations and sent the updated list to a group of individuals knowledgeable about concerns regarding replication target selection. Over the course of several rounds, we established consensus regarding what to consider when selecting a replication target. The resulting checklist can be used for transparently communicating the rationale for selecting studies for replication.","2023-02","2023-02-24 16:41:23","2023-02-24T16:41:23Z","2023-02-24 16:41:20","210586","","2","10","","","The process of replication target selection in psychology","","","","","","","","","","","","royalsocietypublishing.org (Atypon)","","Publisher: Royal Society","","","","","consensus; replication; study selection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6ZGNG3Z","journalArticle","2023","Rinn, Robin; Krishna, Anand; Deutsch, Roland","The psychology of income wealth threshold estimations: A registered report","British Journal of Social Psychology","","2044-8309","10.1111/bjso.12581","https://onlinelibrary.wiley.com/doi/abs/10.1111/bjso.12581","How do people estimate the income that is needed to be rich? Two correlative survey studies (Study 1 and 2, N = 568) and one registered experimental study (Study 3, N = 500) examined the cognitive mechanisms that are used to derive an answer to this question. We tested whether individuals use their personal income (PI) as a self-generated anchor to derive an estimate of the income needed to be rich (= income wealth threshold estimation, IWTE). On a bivariate level, we found the expected positive relationship between one's PI and IWTE and, in line with previous findings, we found that people do not consider themselves rich. Furthermore, we predicted that individuals additionally use information about their social status within their social circles to make an IWTE. The findings from study 2 support this notion and show that only self-reported high-income individuals show different IWTEs depending on relative social status: Individuals in this group who self-reported a high status produced higher IWTEs than individuals who self-reported low status. The registered experimental study could not replicate this pattern robustly, although the results trended non-significantly in the same direction. Together, the findings revealed that the income of individuals as well as the social environment are used as sources of information to make IWTE judgements, although they are likely not the only important predictors.","2023","2023-02-24 14:43:25","2023-02-24T14:43:25Z","2023-02-24 14:43:25","630-650","","1","62","","","The psychology of income wealth threshold estimations","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/bjso.12581","","","","","affluence; anchoring; heuristics; income wealth threshold estimations; social comparisons; subjective perception of wealth; the rich; wealth estimation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
