"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZQ6A2EZK","report","2024","Jarochowska, Emilia; Hidding, Johan; Burgess, Peter; Liu, Xianyi; Hohmann, Niklas; Spreeuw, Hanno; Vleeschouwer, David De","What drives the structure of the stratigraphic record? A registered report study using forward modelling","","","","","https://meetingorganizer.copernicus.org/EGU24/EGU24-19152.html","","2024-03-07","2024-04-06 02:29:21","2024-04-06T02:29:21Z","2024-04-05 17:37:19","","","","","","","What drives the structure of the stratigraphic record?","","","","","Copernicus Meetings","","en","","","","","meetingorganizer.copernicus.org","","Conference Name: EGU24 DOI: 10.5194/egusphere-egu24-19152 Citation Key: Jarochowska-2024","","","","","","","","","","","","","","","","","","","","","","","","EGU24-19152","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RF4FP8KT","journalArticle","2023","Perez Santangelo, Agustín; Solovey, Guillermo","Understanding belief in political statements using a model-driven experimental approach: a registered report","Scientific Reports","","2045-2322","10.1038/s41598-023-47939-3","https://www.nature.com/articles/s41598-023-47939-3","Misinformation harms society by affecting citizens' beliefs and behaviour. Recent research has shown that partisanship and cognitive reflection (i.e. engaging in analytical thinking) play key roles in the acceptance of misinformation. However, the relative importance of these factors remains a topic of ongoing debate. In this registered study, we tested four hypotheses on the relationship between each factor and the belief in statements made by Argentine politicians. Participants (N = 1353) classified fact-checked political statements as true or false, completed a cognitive reflection test, and reported their voting preferences. Using Signal Detection Theory and Bayesian modeling, we found a reliable positive association between political concordance and overall belief in a statement (median = 0.663, CI95 = [0.640, 0.685]), a reliable positive association between cognitive reflection and scepticism (median = 0.039, CI95 = [0.006, 0.072]), a positive but unreliable association between cognitive reflection and truth discernment (median = 0.016, CI95 = [− 0.015, 0.046]) and a negative but unreliable association between cognitive reflection and partisan bias (median = − 0.016, CI95 = [− 0.037, 0.006]). Our results highlight the need to further investigate the relationship between cognitive reflection and partisanship in different contexts and formats.","2023-12-01","2024-01-13 07:59:56","2024-01-13T07:59:56Z","2024-01-12 15:13:21","21205","","1","13","","Sci Rep","Understanding belief in political statements using a model-driven experimental approach","","","","","","","en","2023 The Author(s)","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group Citation Key: PerezSantangelo-2023","","","","","Computational models; Human behaviour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KSTGLB4P","journalArticle","2023","Purpura, David J.; O'Rear, Connor D.; Ellis, Alexa; Logan, Jessica A. R.; Westerberg, Lauren; Ehrman, Patrick; King, Yemimah A.; Vander Tuin, Mackenna; Nordgren, Inga; Anderson, Kirsten; Cosso, Jimena; Zippert, Erica; Napoli, Amy R.; Hornburg, Caroline Byrd; Schmitt, Sara A.; Dobbs-Oates, Jennifer","Unique and combined effects of quantitative mathematical language and numeracy instruction within a picture book intervention: A registered report","Journal of Educational Psychology","","1939-2176","10.1037/edu0000820","","Children’s early understanding of mathematics provides a foundation for later success in school. Identifying ways to enhance mathematical instruction is crucial to understanding the ideal ways to promote academic success. Previous work has identified mathematical language (i.e., the words and concepts related to early mathematical development such as more, same, or similar) as a key mechanism that can be targeted to improve children’s development of early numeracy skills (e.g., counting, cardinality, and addition). Current recommendations suggest a combination of numeracy instruction and quantitative language instruction to promote numeracy skills. However, there is limited direct support of this recommendation. The goal of the proposed study is to compare the unique and combined effects of each type of instruction on children’s numeracy skills in the context of picture book reading. We randomly assigned 234 children (ages 3–5) to one of four conditions where they worked with trained project staff who read picture books targeting: (a) quantitative language only (e.g., more or less), (b) numeracy only (e.g., cardinality, addition), (c) combined [quantitative language + numeracy], or (d) nonnumerical (active control) picture books. Results revealed no significant effects of the quantitative language only or numeracy only conditions, but mixed effects of the combined condition. These findings indicate that more work is needed on how mathematical language and numeracy instruction should best be delivered to preschool children. (PsycInfo Database Record (c) 2023 APA, all rights reserved)","2023","2023-11-11 02:46:17","2023-11-11T02:46:17Z","","No Pagination Specified-No Pagination Specified","","","","","","Unique and combined effects of quantitative mathematical language and numeracy instruction within a picture book intervention","","","","","","","","","","","","APA PsycNet","","Place: US Publisher: American Psychological Association Citation Key: Purpura-2023","","","","","Books; Language; Mathematical Ability; Performance; Preschool Students; Reading; School Based Intervention; Teaching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7PE6RVEL","journalArticle","2023","Espinosa, Romain","Understanding biases and heuristics in charity donations","Peer Community in Registered Reports","","2823-9393","","https://rr.peercommunityin.org/articles/rec?id=413","A recommendation of: Mannix CHAN, Gilad FELDMAN Factors impacting effective altruism: Revisiting heuristics and biases in charity in a replication and extensions of Baron and Szymanska (2011) https://osf.io/2w3zy","2023-07-10","2023-08-22 14:43:41","2023-08-22T14:43:41Z","2023-08-21 13:27:30","","","","1","","PCI Registered Reports","","","","","","","","en","(C) Peer Community in Registered Reports, 2023","","","","rr.peercommunityin.org","","Company: Peer Community in Registered Reports Distributor: Peer Community in Registered Reports Institution: Peer Community in Registered Reports Label: Peer Community in Registered Reports Publisher: Peer Community In Citation Key: espinosaUnderstandingBiasesHeuristics2023a","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8UB47C7","journalArticle","2023","Espinosa, Romain","Understanding biases and heuristics in charity donations","Peer Community in Registered Reports","","2823-9393","","https://rr.peercommunityin.org/articles/rec?id=413","A recommendation of: Mannix CHAN, Gilad FELDMAN Factors impacting effective altruism: Revisiting heuristics and biases in charity in a replication and extensions of Baron and Szymanska (2011) https://osf.io/2w3zy","2023-07-10","2023-08-22 14:43:40","2023-08-22T14:43:40Z","2023-08-21 13:55:11","","","","1","","PCI Registered Reports","","","","","","","","en","(C) Peer Community in Registered Reports, 2023","","","","rr.peercommunityin.org","","Company: Peer Community in Registered Reports Distributor: Peer Community in Registered Reports Institution: Peer Community in Registered Reports Label: Peer Community in Registered Reports Publisher: Peer Community In Citation Key: espinosaUnderstandingBiasesHeuristics2023","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFQEKKDM","journalArticle","2023","Wenzel, Mario; Rowland, Zarah; Nielsen, Kristian Steensen; Lange, Florian","Too much praise for reappraisal? Examining reappraisal's impact on threat mitigation depending on its implementation: A registered report","Journal of Experimental Social Psychology","","0022-1031","10.1016/j.jesp.2023.104475","https://www.sciencedirect.com/science/article/pii/S002210312300032X","Reappraisal, the act of reframing a situation differently, is associated with affective benefits. Preliminary correlational evidence suggests that successfully down-regulating negative affect is associated with lower motivation to engage in political action, although experimental studies could not find such negative impact. We hypothesized that reappraisal may impact threat mitigation behavior differently, depending on its implementation: If individuals implement reappraisal to down-regulate their negative affect in response to a threatening situation, they neutralize the mobilizing effect of negative affect in threat mitigation, resulting in less engagement in threat mitigation behavior. However, if individuals reframe one's barriers to act, they should engage more strongly in such behavior. To test this hypothesis, we conducted an online experiment (N = 693) where participants read about threats to biodiversity before being instructed to reappraise these threats with a focus on either emotions or barriers and then engaged in a consequential biodiversity conservation task. This manipulation did not significantly impact threat mitigation intentions nor actual behavior. However, we found correlational evidence for differential associations: Reappraising one's negative affect more successfully was significantly associated with less engagement in threat mitigation behavior, while reappraising one's barriers more successfully was associated with more engagement in threat mitigation behavior.","2023-07-01","2023-05-22 13:11:59","2023-05-22T13:11:59Z","2023-05-22 13:11:58","104475","","","107","","Journal of Experimental Social Psychology","Too much praise for reappraisal?","","","","","","","en","","","","","ScienceDirect","","","","","","","Affect; Emotion; Emotion regulation; Environmental psychology; Reappraisal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NNJGK8MW","journalArticle","2021","Jones, Benedict C.; DeBruine, Lisa M.; Flake, Jessica K.; Liuzza, Marco Tullio; Antfolk, Jan; Arinze, Nwadiogo C.; Ndukaihe, Izuchukwu L. G.; Bloxsom, Nicholas G.; Lewis, Savannah C.; Foroni, Francesco; Willis, Megan L.; Cubillas, Carmelo P.; Vadillo, Miguel A.; Turiegano, Enrique; Gilead, Michael; Simchon, Almog; Saribay, S. Adil; Owsley, Nicholas C.; Jang, Chaning; Mburu, Georgina; Calvillo, Dustin P.; Wlodarczyk, Anna; Qi, Yue; Ariyabuddhiphongs, Kris; Jarukasemthawee, Somboon; Manley, Harry; Suavansri, Panita; Taephant, Nattasuda; Stolier, Ryan M.; Evans, Thomas R.; Bonick, Judson; Lindemans, Jan W.; Ashworth, Logan F.; Hahn, Amanda C.; Chevallier, Coralie; Kapucu, Aycan; Karaaslan, Aslan; Leongómez, Juan David; Sánchez, Oscar R.; Valderrama, Eugenio; Vásquez-Amézquita, Milena; Hajdu, Nandor; Aczel, Balazs; Szecsi, Peter; Andreychik, Michael; Musser, Erica D.; Batres, Carlota; Hu, Chuan-Peng; Liu, Qing-Lan; Legate, Nicole; Vaughn, Leigh Ann; Barzykowski, Krystian; Golik, Karolina; Schmid, Irina; Stieger, Stefan; Artner, Richard; Mues, Chiel; Vanpaemel, Wolf; Jiang, Zhongqing; Wu, Qi; Marcu, Gabriela M.; Stephen, Ian D.; Lu, Jackson G.; Philipp, Michael C.; Arnal, Jack D.; Hehman, Eric; Xie, Sally Y.; Chopik, William J.; Seehuus, Martin; Azouaghe, Soufian; Belhaj, Abdelkarim; Elouafa, Jamal; Wilson, John P.; Kruse, Elliott; Papadatou-Pastou, Marietta; De La Rosa-Gómez, Anabel; Barba-Sánchez, Alan E.; González-Santoyo, Isaac; Hsu, Tsuyueh; Kung, Chun-Chia; Wang, Hsiao-Hsin; Freeman, Jonathan B.; Oh, Dong Won; Schei, Vidar; Sverdrup, Therese E.; Levitan, Carmel A.; Cook, Corey L.; Chandel, Priyanka; Kujur, Pratibha; Parganiha, Arti; Parveen, Noorshama; Pati, Atanu Kumar; Pradhan, Sraddha; Singh, Margaret M.; Pande, Babita; Bavolar, Jozef; Kačmár, Pavol; Zakharov, Ilya; Álvarez-Solas, Sara; Baskin, Ernest; Thirkettle, Martin; Schmidt, Kathleen; Christopherson, Cody D.; Leonis, Trinity; Suchow, Jordan W.; Olofsson, Jonas K.; Jernsäther, Teodor; Lee, Ai-Suan; Beaudry, Jennifer L.; Gogan, Taylor D.; Oldmeadow, Julian A.; Balas, Benjamin; Stevens, Laura M.; Colloff, Melissa F.; Flowe, Heather D.; Gülgöz, Sami; Brandt, Mark J.; Hoyer, Karlijn; Jaeger, Bastian; Ren, Dongning; Sleegers, Willem W. A.; Wissink, Joeri; Kaminski, Gwenaël; Floerke, Victoria A.; Urry, Heather L.; Chen, Sau-Chin; Pfuhl, Gerit; Vally, Zahir; Basnight-Brown, Dana M.; Jzerman, Hans I.; Sarda, Elisa; Neyroud, Lison; Badidi, Touhami; Van der Linden, Nicolas; Tan, Chrystalle B. Y.; Kovic, Vanja; Sampaio, Waldir; Ferreira, Paulo; Santos, Diana; Burin, Debora I.; Gardiner, Gwendolyn; Protzko, John; Schild, Christoph; Ścigała, Karolina A.; Zettler, Ingo; O’Mara Kunz, Erin M.; Storage, Daniel; Wagemans, Fieke M. A.; Saunders, Blair; Sirota, Miroslav; Sloane, Guyan V.; Lima, Tiago J. S.; Uittenhove, Kim; Vergauwe, Evie; Jaworska, Katarzyna; Stern, Julia; Ask, Karl; van Zyl, Casper J. J.; Körner, Anita; Weissgerber, Sophia C.; Boudesseul, Jordane; Ruiz-Dodobara, Fernando; Ritchie, Kay L.; Michalak, Nicholas M.; Blake, Khandis R.; White, David; Gordon-Finlayson, Alasdair R.; Anne, Michele; Janssen, Steve M. J.; Lee, Kean Mun; Nielsen, Tonje K.; Tamnes, Christian K.; Zickfeld, Janis H.; Rosa, Anna Dalla; Vianello, Michelangelo; Kocsor, Ferenc; Kozma, Luca; Putz, Ádám; Tressoldi, Patrizio; Irrazabal, Natalia; Chatard, Armand; Lins, Samuel; Pinto, Isabel R.; Lutz, Johannes; Adamkovic, Matus; Babincak, Peter; Baník, Gabriel; Ropovik, Ivan; Coetzee, Vinet; Dixson, Barnaby J. W.; Ribeiro, Gianni; Peters, Kim; Steffens, Niklas K.; Tan, Kok Wei; Thorstenson, Christopher A.; Fernandez, Ana Maria; Hsu, Rafael M. C. S.; Valentova, Jaroslava V.; Varella, Marco A. C.; Corral-Frías, Nadia S.; Frías-Armenta, Martha; Hatami, Javad; Monajem, Arash; Sharifian, MohammadHasan; Frohlich, Brooke; Lin, Hause; Inzlicht, Michael; Alaei, Ravin; Rule, Nicholas O.; Lamm, Claus; Pronizius, Ekaterina; Voracek, Martin; Olsen, Jerome; Giolla, Erik Mac; Akgoz, Aysegul; Özdoğru, Asil A.; Crawford, Matthew T.; Bennett-Day, Brooke; Koehn, Monica A.; Okan, Ceylan; Gill, Tripat; Miller, Jeremy K.; Dunham, Yarrow; Yang, Xin; Alper, Sinan; Borras-Guevara, Martha Lucia; Cai, Sun Jun; Tiantian, Dong; Danvers, Alexander F.; Feinberg, David R.; Armstrong, Marie M.; Gilboa-Schechtman, Eva; McCarthy, Randy J.; Muñoz-Reyes, Jose Antonio; Polo, Pablo; Shiramazu, Victor K. M.; Yan, Wen-Jing; Carvalho, Lilian; Forscher, Patrick S.; Chartier, Christopher R.; Coles, Nicholas A.","To which world regions does the valence–dominance model of social perception apply?","Nature Human Behaviour","","2397-3374","10.1038/s41562-020-01007-2","https://www.nature.com/articles/s41562-020-01007-2","Over the past 10 years, Oosterhof and Todorov’s valence–dominance model has emerged as the most prominent account of how people evaluate faces on social dimensions. In this model, two dimensions (valence and dominance) underpin social judgements of faces. Because this model has primarily been developed and tested in Western regions, it is unclear whether these findings apply to other regions. We addressed this question by replicating Oosterhof and Todorov’s methodology across 11 world regions, 41 countries and 11,570 participants. When we used Oosterhof and Todorov’s original analysis strategy, the valence–dominance model generalized across regions. When we used an alternative methodology to allow for correlated dimensions, we observed much less generalization. Collectively, these results suggest that, while the valence–dominance model generalizes very well across regions when dimensions are forced to be orthogonal, regional differences are revealed when we use different extraction methods and correlate and rotate the dimension reduction solution.","2021-01","2023-02-24 21:28:58","2023-02-24T21:28:58Z","2023-02-24 21:28:58","159-169","","1","5","","Nat Hum Behav","","","","","","","","en","2021 The Author(s), under exclusive licence to Springer Nature Limited","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","","","","Human behaviour; Psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQYQ72R3","webpage","","","Word knowledge in six- to nine-month-old Norwegian infants? Not without additional frequency cues | Royal Society Open Science","","","","","https://royalsocietypublishing.org/doi/10.1098/rsos.180711","","","2020-01-28 19:23:33","2020-01-28T19:23:33Z","2020-01-28 19:22:11","","","","","","","","","","","","","","","","","","","","","https://osf.io/gj8u9/?view_only=a4f61a751c4b478a814db3a54ac51ead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V6MGV6TY","journalArticle","2017","Blijleven, Vincent; Koelemeijer, Kitty; Wetzels, Marijntje; Jaspers, Monique","Workarounds Emerging From Electronic Health Record System Usage: Consequences for Patient Safety, Effectiveness of Care, and Efficiency of Care","JMIR Human Factors","","","10/gb23z5","https://humanfactors.jmir.org/2017/4/e27/","Background: Health care providers resort to informal temporary practices known as workarounds for handling exceptions to normal workflow unintendedly imposed by electronic health record systems (EHRs). Although workarounds may seem favorable at first sight, they are generally suboptimal and may jeopardize patient safety, effectiveness of care, and efficiency of care. Objective: Research into the scope and impact of EHR workarounds on patient care processes is scarce. This paper provides insight into the effects of EHR workarounds on organizational workflows and outcomes of care services by identifying EHR workarounds and determining their rationales, scope, and impact on health care providers’ workflows, patient safety, effectiveness of care, and efficiency of care. Knowing the rationale of a workaround provides valuable clues about the source of origin of each workaround and how each workaround could most effectively be resolved. Knowing the scope and impact a workaround has on EHR-related safety, effectiveness, and efficiency provides insight into how to address related concerns. Methods: Direct observations and follow-up semistructured interviews with 31 physicians, 13 nurses, and 3 clerks and qualitative bottom-up coding techniques was used to identify, analyze, and classify EHR workarounds. The research was conducted within 3 specialties and settings at a large university hospital. Rationales were associated with work system components (persons, technology and tools, tasks, organization, and physical environment) of the Systems Engineering Initiative for Patient Safety (SEIPS) framework to reveal their source of origin as well as to determine the scope and the impact of each EHR workaround from a structure-process-outcome perspective. Results: A total of 15 rationales for EHR workarounds were identified of which 5 were associated with persons, 4 with technology and tools, 4 with the organization, and 2 with the tasks. Three of these 15 rationales for EHR workarounds have not been identified in prior research: data migration policy, enforced data entry, and task interference. Conclusions: EHR workaround rationales associated with different SEIPS work system components demand a different approach to be resolved. Persons-related workarounds may most effectively be resolved through personal training, organization-related workarounds through reviewing organizational policy and regulations, tasks-related workarounds through process redesign, and technology- and tools-related workarounds through EHR redesign efforts. Furthermore, insights gained from knowing a workaround’s degree of influence as well as impact on patient safety, effectiveness of care, and efficiency of care can inform design and redesign of EHRs to further align EHR design with work contexts, subsequently leading to better organization and (safe) provision of care. In doing so, a research team in collaboration with all stakeholders could use the SEIPS framework to reflect on the current and potential future configurations of the work system to prevent unfavorable workarounds from occurring and how a redesign of the EHR would impact interactions between the work system components.  [JMIR Hum Factors 2017;4(4):e27]","2017","2019-10-31 20:37:16","2019-10-31T20:37:16Z","2018-11-02 16:31:55","e27","","4","4","","","Workarounds Emerging From Electronic Health Record System Usage","","","","","","","en","Unless stated otherwise, all articles are open-access distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work (","","","","humanfactors.jmir.org","","00003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6IQWQGKM","journalArticle","2013","Archambault, Patrick M.; Belt, Tom H. van de; Iii, Francisco J. Grajales; Faber, Marjan J.; Kuziemsky, Craig E.; Gagnon, Susie; Bilodeau, Andrea; Rioux, Simon; Nelen, Willianne LDM; Gagnon, Marie-Pierre; Turgeon, Alexis F.; Aubin, Karine; Gold, Irving; Poitras, Julien; Eysenbach, Gunther; Kremer, Jan AM; Légaré, France","Wikis and Collaborative Writing Applications in Health Care: A Scoping Review","Journal of Medical Internet Research","","","10/gbd32v","https://www.jmir.org/2013/10/e210/","Background: Collaborative writing applications (eg, wikis and Google Documents) hold the potential to improve the use of evidence in both public health and health care. The rapid rise in their use has created the need for a systematic synthesis of the evidence of their impact as knowledge translation (KT) tools in the health care sector and for an inventory of the factors that affect their use. Objective: Through the Levac six-stage methodology, a scoping review was undertaken to explore the depth and breadth of evidence about the effective, safe, and ethical use of wikis and collaborative writing applications (CWAs) in health care. Methods: Multiple strategies were used to locate studies. Seven scientific databases and 6 grey literature sources were queried for articles on wikis and CWAs published between 2001 and September 16, 2011. In total, 4436 citations and 1921 grey literature items were screened. Two reviewers independently reviewed citations, selected eligible studies, and extracted data using a standardized form. We included any paper presenting qualitative or quantitative empirical evidence concerning health care and CWAs. We defined a CWA as any technology that enables the joint and simultaneous editing of a webpage or an online document by many end users. We performed qualitative content analysis to identify the factors that affect the use of CWAs using the Gagnon framework and their effects on health care using the Donabedian framework. Results: Of the 111 studies included, 4 were experimental, 5 quasi-experimental, 5 observational, 52 case studies, 23 surveys about wiki use, and 22 descriptive studies about the quality of information in wikis. We classified them by theme: patterns of use of CWAs (n=26), quality of information in existing CWAs (n=25), and CWAs as KT tools (n=73). A high prevalence of CWA use (ie, more than 50%) is reported in 58% (7/12) of surveys conducted with health care professionals and students. However, we found only one longitudinal study showing that CWA use is increasing in health care. Moreover, contribution rates remain low and the quality of information contained in different CWAs needs improvement. We identified 48 barriers and 91 facilitators in 4 major themes (factors related to the CWA, users&#8217; knowledge and attitude towards CWAs, human environment, and organizational environment). We also found 57 positive and 23 negative effects that we classified into processes and outcomes. Conclusions: Although we found some experimental and quasi-experimental studies of the effectiveness and safety of CWAs as educational and KT interventions, the vast majority of included studies were observational case studies about CWAs being used by health professionals and patients. More primary research is needed to find ways to address the different barriers to their use and to make these applications more useful for different stakeholders.  [J Med Internet Res 2013;15(10):e210]","2013","2019-10-31 20:37:16","2019-10-31T20:37:16Z","2018-11-02 16:30:07","e210","","10","15","","","Wikis and Collaborative Writing Applications in Health Care","","","","","","","en","Unless stated otherwise, all articles are open-access distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work (","","","","www.jmir.org","","00051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
