"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BXAEILWA","journalArticle","2024","Ballou, Nick; Sewall, Craig; Ratcliffe, Jack; Zendle, David; Tokarchuk, Laurissa; Deterding, Sebastian","Registered Report Evidence Suggests No Relationship Between Objectively-Tracked Video Game Playtime and Wellbeing Over 3 Months","","","","10.31234/osf.io/fwa5b","https://osf.io/fwa5b","Recent years have seen intense research, media and policy debate on whether amount of time spent playing video games (“playtime”) affects players’ wellbeing. Existing research has used cross-sectional designs with easy-to-obtain but unreliable self-report measures of playtime, or, in rare instances, obtained industry data on objectively-tracked playtime but only for individual games, not a player’s total playtime across games. Further, researchers have raised concerns that publication bias and a lack of differentiation between exploratory and confirmatory research have undermined the credibility of the evidence base. As a result, we still do not know whether wellbeing affects playtime, playtime affects wellbeing, both, or neither. To track people’s playtime across multiple games, we developed a method to log playtime on the Xbox platform. In a 12-week, 6-wave panel study of adult US/UK Xbox-predominant players (414 players, 2036 completed surveys), we investigated within-person temporal relations between objectively-measured playtime and wellbeing. Across multiple preregistered model specifications, we found that the within-person prospective relationships between playtime and wellbeing, or vice versa, were not practically significant—even the largest associations were unlikely to register a perceptible impact on a player’s wellbeing.  These results support the growing body of evidence that playtime is not the primary factor in the relationship between gaming and mental health for the majority of players, and that research focus should be on the context and quality of gameplay instead.","2024-01-12","2024-01-13 07:59:55","2024-01-13T07:59:55Z","2024-01-12 15:18:01","","","","","","","","","","","","","","en-us","","","","","osf.io","","Publisher: OSF Citation Key: Ballou-2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RW73LXN3","report","2024","Lapteva, Alexandra; Wolff, Wanja; Martarelli, Corinna","Registered report (Stage 1 - preprint): Can the pupil old/new effect track the impact of mind-wandering and boredom on recognition memory","","","","","https://doi.org/10.31234/osf.io/gue36","Mind-wandering and boredom are common phenomena, characterized by shifts in attention and difficulties in sustaining focus. Despite extensive research on the costs and benefits of these states, our understanding of the relationship between mind-wandering, boredom, attention, and memory remains limited. In the proposed study, we wish to examine the impact that mind-wandering and boredom during encoding have on recognition. In particular, we seek to investigate what impact mind-wandering and boredom have during the encoding of visual material on the pupil old/new effect at recognition of the same material. We will use an incidental memory task and measure mind-wandering and boredom with thought probes during encoding. Furthermore, we will use the pupil old/new effect assessed via eye-tracking as a measure of recognition. Will old stimuli encoded during mind-wandering and boredom elicit the same pupillary response as new stimuli, or will the pupil, during recognition, still recognize the stimulus as an old one? We predict that the encoding of stimuli during mind-wandering and boredom reduces the pupil old-new effect, in other words, we expect the difference between the pupil size during old and new stimuli to be diminished. Furthermore, we expect mind-wandering to be a better predictor than boredom.","2024","2024-01-13 07:59:46","2024-01-13T07:59:46Z","2024-01-12 16:06:11","","","","","","","Registered report (Stage 1 - preprint)","","","","","","","","","","","","Europe PMC","","DOI: 10.31234/osf.io/gue36 Type: article Citation Key: Lapteva-2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXVE78W5","report","2023","Guassi Moreira, Joao; Block, Jared; Cruz, Alondra; Enders, Craig; Montoya, Amanda Kay","Registered Replication Report and Extension of Maas &amp; Hox (2005), Sufficient Sample Sizes for Multilevel Model","","","","","https://doi.org/10.31234/osf.io/fk8jz","The use of multilevel models in behavioral and social sciences has risen dramatically in the past twenty-five years. Researchers using these models often consult highly-referenced simulation studies when designing their own studies, especially for sample-size planning. However, current literature suggests two issues with this practice. First, recent efforts to replicate findings from seminal simulation studies suggest the rate of replicability is far from ideal. Second, with the growing popularity of multilevel models, researchers are now using more complex models; however, they often support their usage by referring to simulation studies conducted under much simpler conditions. To address these two issues, we propose a replication and extension of Maas &amp; Hox (2005), a widely cited study that recommended Level-2 sample sizes of N = 50 to be sufficient under specific conditions. We replicate their original core findings and propose several extensions based on a literature search of multilevel modeling practices employed in fifty recently published studies. These extensions include examining conditions with imbalanced data across higher-level units, varying the number of random slopes and cross-level interactions, and varying effect sizes. Together, these results could ensure much of the existing literature relies on a replicable simulation study while also helping inform multilevel study planning for complex models which are becoming increasingly popular in behavioral and social sciences.","2023","2023-11-10 15:37:34","2023-11-10T15:37:34Z","2023-11-10 15:36:44","","","","","","","","","","","","","","","cc by","","","","Europe PMC","","DOI: 10.31234/osf.io/fk8jz Type: article Citation Key: GuassiMoreira-2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F7HSK8H3","journalArticle","2023","Spitzer, Lisa; Mueller, Stefanie","Preliminary Sample and Dummy/Blinded Data for the Stage 1 Registered Report: Restriction of researcher degrees of freedom through the Psychological Research Preregistration-Quantitative (PRP-QUANT) Template","","","","","https://www.psycharchives.org/index.php/en/item/9c81acc5-1b59-4434-bd6d-d94e2196c96d","","2023-08-25","2023-09-09 05:20:54","2023-09-09T05:20:54Z","2023-09-08 15:06:12","","","","","","","Preliminary Sample and Dummy/Blinded Data for the Stage 1 Registered Report","","","","","","","en","","","","","www.psycharchives.org","","Citation Key: spitzerPreliminarySampleDummy2023","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9DSSUUP","journalArticle","2022","Gonzalez, Frank J.; Jin, Rongbo; Wang, Ianne","Racial and ethnic variation in the negativity bias–ideology connection: A registered report","Politics and the Life Sciences","","0730-9384, 1471-5457","10.1017/pls.2022.19","https://www.cambridge.org/core/journals/politics-and-the-life-sciences/article/racial-and-ethnic-variation-in-the-negativity-biasideology-connection-a-registered-report/12F53AE3F1D59DFF723565A89770E763","This is a registered report for a study of racial and ethnic variation in the relationship between negativity bias and political attitudes. Pioneering work on the psychological and biological roots of political orientation has suggested that political conservatism is driven in large part by enhanced negativity bias. This work has been criticized on several theoretical fronts, and recent replication attempts have failed. To dig deeper into the contours of when (and among whom) negativity bias predicts conservatism, we investigate a surprisingly overlooked factor in existing literature: race and ethnicity. We propose that political issues represent threat or disgust in different ways depending on one’s race and ethnicity. We recruited 174 White, Latinx, and Asian American individuals (in equal numbers) to examine how the relationship between negativity bias and political orientation varies by race/ethnicity across four domains: policing/criminal justice, immigration, economic redistribution, and religious social conservatism.","2022","2023-06-13 14:15:30","2023-06-13T14:15:30Z","2023-02-24 19:12:54","232-255","","2","41","","","Racial and ethnic variation in the negativity bias–ideology connection","","","","","","","en","","","","","Cambridge University Press","","Publisher: Cambridge University Press","","","","life science","biology and politics; ideology; negativity bias; physiology; race and ethnicity; recall","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRIXUBAP","journalArticle","2022","Tybur, Joshua M.; Fan, Lei; Jones, Benedict C.; Holzleitner, Iris J.; Lee, Anthony J.; DeBruine, Lisa M.","Re-evaluating the relationship between pathogen avoidance and preferences for facial symmetry and sexual dimorphism: A registered report","Evolution and Human Behavior","","1090-5138","10.1016/j.evolhumbehav.2022.01.003","https://www.sciencedirect.com/science/article/pii/S1090513822000034","Over the past decade, a small literature has tested how trait-level pathogen-avoidance motives (e.g., disgust sensitivity) and exposure to pathogen cues relate to preferences for facial symmetry and sexual dimorphism. Results have largely been interpreted as suggesting that the behavioral immune system influences preferences for these features in potential mates. However, findings are limited by small sample sizes among studies reporting supportive evidence, the use of small stimulus sets to assess preferences for symmetry and dimorphism, and design features that render implications for theory ambiguous (namely, largely only investigating women's preferences for male faces). Using a sample of 954 White young adult UK participants and a pool of 100 White young adult stimuli, the current registered report applied a standard two-alternative forced-choice approach to evaluate both men's and women's preferences for both facial symmetry and dimorphism in both same- and opposite-sex targets. Participants were randomly assigned to either a pathogen prime or a control prime, and they completed instruments assessing individual differences in pathogen avoidance (disgust sensitivity and contamination sensitivity). Results revealed overall preferences for both facial symmetry and dimorphism. However, they did not reveal a relation between these preferences and disgust sensitivity or contamination sensitivity, nor did they reveal differences in these preferences across control and pathogen prime conditions. Null results of pathogen-avoidance variables were consistent across participant sex, target sex, and interactions between participant sex and target sex. Overall, findings cast doubt on the hypothesis that pathogen-avoidance motives influence preferences for facial symmetry or dimorphism.","2022-05-01","2023-06-13 13:25:48","2023-06-13T13:25:48Z","2023-03-01 19:02:55","212-223","","3","43","","Evolution and Human Behavior","Re-evaluating the relationship between pathogen avoidance and preferences for facial symmetry and sexual dimorphism","","","","","","","en","","","","","ScienceDirect","","","","","","life science","Behavioral immune system; Disgust; Health; Masculinity; Mate preferences; Symmetry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29HH44QL","book","2022","Jankowsky, Kristin; Krakau, Lina; Schroeders, Ulrich; Zwerenz, Rüdiger; Beutel, Manfred","Predicting Treatment Response Using Machine Learning: A Registered Report","","","","","","Objective  Previous research on psychotherapy treatment response has mainly focused on outpatients or clinical trial data which may have low ecological validity regarding naturalistic inpatient samples. To reduce treatment failures by proactively screening for patients at risk of low treatment response, gain more knowledge about risk factors, and to evaluate treatments, accurate insights about predictors of treatment response in naturalistic inpatient samples are needed. Methods We will compare the performance of different machine learning algorithms in predicting treatment response, operationalized as a substantial reduction in symptom severity as expressed in the Patient Health Questionnaire Anxiety and Depression Scale. To achieve this goal, we will use different sets of variables-(a) demographics, (b) medical indicators, (c) psychological indicators, and (d) treatment-related variables-in an inpatient sample to specify their joint and unique contribution to treatment success.","2022-12-22","2023-03-01 19:03:03","2023-03-01T19:03:03Z","","","","","","","","Predicting Treatment Response Using Machine Learning","","","","","","","","","","","","ResearchGate","","DOI: 10.31234/osf.io/fuyjv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRKTNNKK","journalArticle","2022","Ng, Nyx L.; Luke, Dillon M.; Gawronski, Bertram","Prediction of dishonest behavior using the CNI model of moral dilemma judgment: a registered report","Comprehensive Results in Social Psychology","","2374-3603","10.1080/23743603.2022.2102473","https://doi.org/10.1080/23743603.2022.2102473","Drawing on moral philosophy, research in moral psychology has used hypothetical sacrificial dilemmas to understand how moral judgments are made by laypeople. Although heavily influential, a frequent question raised is whether responses to hypothetical scenarios are informative about instances of morally relevant behavior. Using the CNI model to quantify sensitivity to consequences, sensitivity to moral norms, and general preference for inaction versus action in responses to sacrificial dilemmas, two preregistered studies examined whether specific factors underlying sacrificial dilemma judgments predict dishonest behavior for personal monetary gain (Study 1) and the greater good (Study 2). Testing the hypothesis that specific factors underlying sacrificial dilemma judgments are linked to other morally relevant behaviors via broader underlying moral dispositions, confirmatory tests provide strong support the predicted associations between sensitivity to moral norms and dishonest behavior. No support was found for a predicted association between sensitivity to consequences and dishonest behavior for the greater good. The findings contribute to ongoing debates about the value of individual differences in sacrificial dilemma judgments for predicting instances of morally relevant behavior.","2022-07-22","2023-02-24 21:45:32","2023-02-24T21:45:32Z","2023-02-24 21:45:32","1-28","","0","0","","","Prediction of dishonest behavior using the CNI model of moral dilemma judgment","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/23743603.2022.2102473","","","","","CNI model; deontology; dishonest behavior; moral judgment; utilitarianism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4D6TLL8","journalArticle","2022","Delker, Brianna C; Michel, Paige K; Turner, Kit; McLean, Kate C","Perceptions of Physical, Sexual, and Psychological Violence Stories: A Registered Report","Collabra: Psychology","","2474-7394","10.1525/collabra.36330","https://doi.org/10.1525/collabra.36330","Survivors of sexual violence have shared their stories with the public through social media in growing numbers. Recent research shows that sexual violence (versus other, less stigmatizing trauma) stories are perceived as more difficult to tell, and their storytellers as less likeable. This is true even when stories have redemptive endings, contradicting an established U.S. cultural preference for redemptive stories. However, it is unknown if sexual violence perceptions generalize to different types of interpersonal violence (IPV) and if audience perceptions vary across 3 major types of IPV (sexual, physical, psychological). This pre-registered replication and extension study investigates these questions with a vignette-based experimental design modeled after 2 published studies by the first and last authors. Broadly, we hypothesized that cultural invalidation of sexual violence stories would extend to any IPV story (vs. non-IPV traumas such as natural disasters), and that within the realm of IPV, cultural invalidation would be more pronounced for psychological violence stories (vs. sexual/physical). Three samples of U.S. adult participants (N=1,045), 2 Nationally Representative and 1 University-based, were randomly assigned online to read 1 of 12 first-person trauma story vignettes and complete self-report surveys of story and storyteller perceptions in a 6 (trauma story: IPV [k=3], non-IPV [k=3]) x 2 (ending: negative, redemptive) between-subjects design. Support for our hypotheses was mixed. IPV (vs. non-IPV) stories were perceived as more difficult to share (η2p = .068) and their storytellers as having less positive personality traits (η2p = .043), even when stories ended redemptively. However, among the 3 IPV types, psychological violence storytellers were not robustly more stigmatized, and sexual violence stories were recognized as particularly difficult to disclose. IPV survivors face obstacles to telling their stories that may hamper both personal recovery and collective momentum for systemic change.","2022-08-02","2023-02-24 21:45:23","2023-02-24T21:45:23Z","2023-02-24 21:45:23","36330","","1","8","","Collabra: Psychology","Perceptions of Physical, Sexual, and Psychological Violence Stories","","","","","","","","","","","","Silverchair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W74XL42R","journalArticle","2022","Karhulahti, Veli-Matti; Siutila, Miia; Vahlo, Jukka; Koskimaa, Raine","Phenomenological Strands for Gaming Disorder and Esports Play: A Qualitative Registered Report","Collabra: Psychology","","2474-7394","10.1525/collabra.38819","https://doi.org/10.1525/collabra.38819","The recent inclusion of gaming disorder in the ICD-11 as a mental disorder has further increased the importance of researching the health spectrum related to gaming. A critical area in this regard is the lack of clarity concerning the differences between gaming disorder and intensive play, the latter of which often involves several gaming hours per day without related health problems. In this study, we approached the above question by interpretive phenomenological analysis with interviews in two groups of highly involved videogame players: those who seek or have sought clinical help for their problems with gaming (n=6), and those who play esports more than 4 hours per day without self-reported related health problems (n=10). The interviews were carried out by using a new Phenomenology of Play (POP) interview frame. These data were contextualized with interviews of medical experts (n=6) who have experience of working with the former group. The findings imply that experiences of disorder derive from gaming interfering with what one wants to be, do, and have throughout life, whereas the experiences of intensive esport play derive from gaming being integrated into self throughout life. To our knowledge, this was the first registered report using qualitative phenomenological methods—we encourage researchers to explore the utility of registered reports with other qualitative methods to further optimize scientific progress.","2022-10-24","2023-02-24 21:35:37","2023-02-24T21:35:37Z","2023-02-24 21:35:33","38819","","1","8","","Collabra: Psychology","Phenomenological Strands for Gaming Disorder and Esports Play","","","","","","","","","","","","Silverchair","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
