"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ECCQFTIR","webpage","2024","Fazekas, Judit; Vidal, Yamil; Pine, julian; Brusini, Perrine","The babe with the predictive power: a registered report examining the role of prediction in early word encoding","","","","","https://livrepository.liverpool.ac.uk/3177783","Error-based learning theories suggest that predictions  play a key role from the earliest stages of language acquisition; yet existing studies have typically focused only on older age groups. As a result, there is currently limited evidence that prediction is a viable learning mechanism in infancy. This study targets the role of prediction in early word encoding to assess the viability of such a learning mechanism. To achieve this, we have adapted an adult EEG study focusing on syllabic prediction (Vidal et al., 2019) for an infant population. Our study starts with a learning phase, in which 39 nine-month-old infants hear two trisyllabic pseudowords. These words are then used as standard stimuli in an oddball-phase with four new words. Two of these deviant words only share their first syllable with a familiar word while the other two share their first two syllables. We will measure whether infants’ mismatch-response (MMR) differs between standard and deviant words, to address whether 9-month-olds make phonemic-level predictions. We willalso assess the MMR-difference between the two kinds of deviants. An MMR difference after one versus two shared syllables would suggest that cumulative congruent input reinforces prediction. As infants’ MMR can vary, we will also carry out a second task to localize the individual MMR responses of each participant in the form of a tone-change-detection Optimum-1 task. This task will determine the location, latency and polarity of the MMR for each infant separately, and will ensure that the study has sufficient statistical power.","2024-01-10","2024-04-06 02:29:41","2024-04-06T02:29:41Z","2024-04-05 14:42:01","","","","","","","The babe with the predictive power","","","","","","","en-uk","","Other","","","","","Citation Key: Fazekas-2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STFJUCUV","journalArticle","2024","Zammit, Isabelle; Taylor, Laura K.","Stage 2 Registered Report: Parental and Children’s Religiosity in Early Childhood: Implications for Transmission","The International Journal for the Psychology of Religion","","1050-8619, 1532-7582","10.1080/10508619.2024.2331891","https://www.tandfonline.com/doi/full/10.1080/10508619.2024.2331891","","2024-03-29","2024-04-06 02:29:06","2024-04-06T02:29:06Z","2024-04-05 17:47:10","1-23","","","","","The International Journal for the Psychology of Religion","Stage 2 Registered Report","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: Zammit-2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TD3T89ZY","journalArticle","2024","Wilson, Emma; Currie, Gillian; Macleod, Malcolm Robert; Kind, Peter; Sena, Emily","Review evaluating the reporting quality of systematic reviews describing animal studies of neurodevelopmental conditions: a Registered Report","","","","10.31222/osf.io/s5xd4","https://osf.io/s5xd4","Objective: Using genetically-modified animals to model neurodevelopmental conditions (NDCs) helps better our understanding of their underlying biology. In vivo research has unique characteristics not shared with clinical research, meaning approaches to systematic review must be adapted to this context. We aim to evaluate the quantity, characteristics, and transparent reporting in systematic reviews which synthesise research using genetically-modified animals to model NDCs.  Methods: On 23 January 2023, we searched PubMed, Embase, and the Web of Science Core Collection to identify systematic reviews synthesising research using genetically-modified animals to model NDCs where the modified gene is one of a list of 102 genes associated with NDCs identified through large-scale exome sequencing, or FMR1, MECP2, or UBE3A. Two independent reviewers screened studies based on full text and extracted data from included reviews. We assessed the reporting quality of each included review using an adapted version of the PRISMA checklist (PRISMA-Pre).   Results: Twelve reviews met our criteria. We found mixed levels of reporting, with some items such as identifying the publication as a systematic review in the title, search strategies, and funding sources being well reported, and others such as protocol registration and data sharing less well reported. We also identified 19 review registrations via PROSPERO, most of which remain unpublished after their anticipated end dates.  Funding and registration: This work is funded by a Simons Initiative for the Developing Brain PhD studentship (SFARI: #529085). The funder played no role in the development of this Registered Report. Protocol Registration: https://doi.org/10.17605/OSF.IO/952QK.","2024-01-12","2024-01-13 08:00:01","2024-01-13T08:00:01Z","2024-01-12 15:08:24","","","","","","","Review evaluating the reporting quality of systematic reviews describing animal studies of neurodevelopmental conditions","","","","","","","en-us","","","","","osf.io","","Publisher: OSF Citation Key: Wilson-2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"82ZB3G4M","journalArticle","2023","Spitzer, Lisa; Mueller, Stefanie","Stage 1 Registered Report: Restriction of researcher degrees of freedom through the Psychological Research Preregistration-Quantitative (PRP-QUANT) Template","","","","","https://www.psycharchives.org/index.php/en/item/19d766ea-204f-45b9-81d0-2b56b0ed1ba1","","2023-08-25","2023-09-09 05:20:53","2023-09-09T05:20:53Z","2023-09-08 15:06:05","","","","","","","Stage 1 Registered Report","","","","","","","en","","","","","www.psycharchives.org","","Citation Key: spitzerStageRegisteredReport2023","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQSGSUAZ","journalArticle","2023","Langen, Georg; Lohr, Christine; Ueberschär, Olaf; Behringer, Michael","Reproducibility of knee extensor and flexor contraction velocity in healthy men and women assessed using tensiomyography: A registered report","PLOS ONE","","1932-6203","10.1371/journal.pone.0288806","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0288806","Background Tensiomyography measures the radial displacement of a muscle during an electrically evoked twitch contraction. Different concepts to determine the rate of displacement (Vc) from the maximum twitch exist, but information on their reproducibility is scarce. Further, different inter-stimuli intervals during progressive stimulation are used, but the effect of different intervals on Vc is unclear. Objectives The first aim of this study was to investigate the within and between-day reliability of the five most frequently used Vc concepts. The second aim was to investigate the effect of different inter-stimuli intervals on Vc. Methods On two consecutive days, we determined Vc of the biceps femoris long head and rectus femoris of twenty-four healthy subjects. The maximum displacement was determined twice within three minutes on day one and a third time 24 h later. Also, on day two, we applied three blocks of ten consecutive stimuli at a constant intensity of 50 mA, separated by 3 min each. Inter-stimuli intervals in randomly ordered blocks were 10 s, 20 s or 30 s, respectively. Results All Vc concepts displayed good to excellent relative (ICC 0.87–0.99) and generally good absolute within- and between-day reliability for both muscles. Across Vc-concepts, absolute reliability was higher for the rectus femoris (CV% 1.3–7.95%) compared to the biceps femoris (CV% 6.06–15.30%). In both muscles, Vc was generally not affected by different inter-stimuli intervals. For most Vc concepts, repeated stimulation induced an increase regardless of the inter-stimuli interval, but this effect was mainly trivial and small at most. Conclusions The reproducibility of Vc concepts was generally good but varies between different muscles. A rest interval of 10 s seems preferable to longer intervals for less time required per measurement. Following this initial study, the effect of different inter-stimuli intervals on Vc should be further investigated.","2023-08-02","2023-08-22 14:43:42","2023-08-22T14:43:42Z","2023-08-21 13:55:23","e0288806","","8","18","","PLOS ONE","Reproducibility of knee extensor and flexor contraction velocity in healthy men and women assessed using tensiomyography","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science Citation Key: langenReproducibilityKneeExtensor2023","","","","","Fatigue; Functional electrical stimulation; Muscle analysis; Muscle contraction; Physical activity; Research validity; Skeletal muscles; Time measurement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9L65ZEPC","conferencePaper","2023","Hermans, Felix; Schaeken, Walter; Hoorens, Vera","The causal influence of absolute and relative prevalence on the acceptability of generics – A registered report","","","","","https://lirias.kuleuven.be/4086995","Stereotypes are often shared  using generic sentences like: “Germans are efficient”. Unlike quantified sentences (e.g., “Many  Germans are efficient”), generics are very unspecific about how prevalent a property is in a group. This  talk reviews puzzling findings on their acceptance conditions and perceived implications. For example,  generics are often accepted at surprisingly low prevalence levels and are highly resistant to  counterexamples. This makes generics an ideal vehicle to transmit stereotypes. We therefore present  a study that aims to uncover the puzzling acceptance conditions of generic sentences. To this aim, we  will manipulate sentence type (generic or quantified), absolute prevalence (high, intermediate, low),  relative prevalence (positive, equal, negative), and property type (physical, biological-behavioral,  cultural-behavioral). On each trial, participants will see a contingency table showing the prevalence  levels of a specific property in two alien groups living on a faraway planet. Participants will judge the  acceptability of a sentence prescribing the property to one of the alien groups. One group of  participants will judge the acceptability of quantified sentences and the other group will judge the  acceptability of generic sentences. The acceptability of the quantified sentences is hypothesized to  depend on absolute prevalence, while the acceptability of generic sentences is hypothesized to depend  on relative prevalence. The study is meant to be submitted as a registered report. Therefore, we will  also discuss the advantages and disadvantages of registered reports and will strongly welcome  questions and comments.","2023-05-26","2023-08-22 14:43:31","2023-08-22T14:43:31Z","2023-08-21 14:21:05","","","","","","","","","","","","","","","","","","","lirias.kuleuven.be","","Citation Key: hermansCausalInfluenceAbsolute2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76th Annual Meeting Belgian Association for Psychological Sciences, Date: 2023/05/26 - 2023/05/26, Location: University of Mons","","","","","","","","","","","","","","",""
"WALBUESZ","journalArticle","2018","Brazeau, Anne-Sophie; Nakhla, Meranda; Wright, Michael; Henderson, Mélanie; Panagiotopoulos, Constadina; Pacaud, Daniele; Kearns, Patricia; Rahme, Elham; Costa, Deborah Da; Dasgupta, Kaberi","Stigma and Its Association With Glycemic Control and Hypoglycemia in Adolescents and Young Adults With Type 1 Diabetes: Cross-Sectional Study","Journal of Medical Internet Research","","","10/ggb8jr","https://www.jmir.org/2018/4/e151/","Background: Qualitative studies in type 1 diabetes indicate that visibility of diabetes supplies, self-care, and hypoglycemia symptoms are associated with stigma and suboptimal management. This may be particularly salient in youth who face concurrent challenges such as establishing autonomy and making vocational choices. Objective: The aim of the study was to estimate stigma prevalence in youth (aged 14-24 years) with type 1 diabetes and its associations with glycemic control. Methods: Participants, recruited largely through social media, were asked to complete a Web-based survey and to send via mail capillary blood samples for glycated hemoglobin (HbA1c) measurement. The primary definition of stigma required endorsement of one or more of 3 stigma-specific items of the Barriers to Diabetes Adherence questionnaire. These addressed avoidance of diabetes management with friends present, difficulty telling others about diabetes diagnosis, and embarrassment in performing diabetes care with others present. Poor glycemic control was defined as HbA1c>9% (ie, >75 mmol/mol; measured value when available, else self-report) and/or ≥1 severe hypoglycemic episode in the previous year (reported requiring assistance from someone else during the episode). Stigma prevalence was computed (95% CI), and associations with glycemic control were evaluated (multivariate logistic regression models). Results: Among the 380 respondents, stigma prevalence was 65.5% (95% CI 60.7-70.3). Stigma was associated with a 2-fold higher odds of poor glycemic control overall (odds ratio [OR] 2.25, 95% CI 1.33-3.80; adjusted for age, sex, and type of treatment). There were specific associations with both HbA1c>9% (75 mmol/mol; OR 3.05, 95% CI 1.36-6.86) and severe hypoglycemia in the previous year (OR 1.86, 95% CI 1.05-3.31). Conclusions: There is a high prevalence of stigma in youth with type 1 diabetes that is associated with both elevated HbA1c levels and severe hypoglycemia. Targeted strategies to address stigma are needed. Trial Registration: ClinicalTrials.gov NCT02796248; http://clinicaltrials.gov/ct2/show/NCT02796248 (Archived by WebCite at http://www.webcitation.org/6yisxeV0B)  [J Med Internet Res 2018;20(4):e151]","2018","2023-06-13 16:18:37","2023-06-13T16:18:37Z","2018-11-02 16:38:21","e151","","4","20","","","Stigma and Its Association With Glycemic Control and Hypoglycemia in Adolescents and Young Adults With Type 1 Diabetes","","","","","","","en","Unless stated otherwise, all articles are open-access distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work (","","","","www.jmir.org","","00002","","","","life science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S5CFR5B3","journalArticle","2023","D'Agostini, Martina; Burger, Andreas M.; Franssen, Mathijs; Perkovic, Ana; Claes, Stephan; von Leupoldt, Andreas; Murphy, Peter R.; Van Diest, Ilse","Short bursts of transcutaneous auricular vagus nerve stimulation enhance evoked pupil dilation as a function of stimulation parameters","Cortex","","0010-9452","10.1016/j.cortex.2022.11.012","https://www.sciencedirect.com/science/article/pii/S001094522200332X","Transcutaneous auricular vagus nerve stimulation (taVNS) is a neurostimulatory technique hypothesised to enhance central noradrenaline. Currently, there is scarce evidence in support of a noradrenergic mechanism of taVNS and limited knowledge on its stimulation parameters (i.e., intensity and pulse width). Therefore, the present study aimed to test whether taVNS enhances pupil dilation, a noradrenergic biomarker, as a function of stimulation parameters. Forty-nine participants received sham (i.e., left ear earlobe) and taVNS (i.e., left ear cymba concha) stimulation in two separate sessions, in a counterbalanced order. We administered short bursts (5s) of seven stimulation settings varying as a function of pulse width and intensity and measured pupil size in parallel. Each stimulation setting was administered sixteen times in separate blocks. We expected short bursts of stimulation to elicit phasic noradrenergic activity as indexed by event-related pupil dilation and event-related temporal derivative. We hypothesised higher stimulation settings, quantified as the total charge per pulse (pulse width x intensity), to drive greater event-related pupil dilation and temporal derivative in the taVNS compared to sham condition. Specifically, we expected stimulation settings in the taVNS condition to be associated with a linear increase in event-related pupil dilation and temporal derivative. We found stimulation settings to linearly increase both pupil measures. In line with our hypothesis, the observed dose-dependent effect was stronger in the taVNS condition. We also found taVNS to elicit more intense and unpleasant sensations than sham stimulation. These results support the hypothesis of a noradrenergic mechanism of taVNS. However, future studies should disentangle whether stimulation elicited sensations mediate the effect of taVNS on evoked pupil dilation.","2023-02-01","2023-06-13 16:13:25","2023-06-13T16:13:25Z","2023-02-24 16:43:44","233-253","","","159","","Cortex","","","","","","","","en","","","","","ScienceDirect","","","","","","life science","Noradrenaline; Norepinephrine; Pupil dilation; Stimulation parameters; taVNS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FUZMXTCX","journalArticle","2018","Newbury, Dianne F.; Simpson, Nuala H.; Thompson, Paul A.; Bishop, Dorothy V.M.","Stage 2 Registered Report: Variation in neurodevelopmental outcomes in children with sex chromosome trisomies: testing the double hit hypothesis","Wellcome Open Research","","2398-502X","10/ggb8c7","https://wellcomeopenresearch.org/articles/3-85/v1","","2018-07-19","2023-06-13 13:41:07","2023-06-13T13:41:07Z","2018-10-09 10:19:45","85","","","3","","","Stage 2 Registered Report","","","","","","","en","","","","","Crossref","","00000","","","","life science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7DCYW57C","journalArticle","2023","Karhulahti, Veli-Matti","Synergistic Mindset Intervention for Competitive Situations","Peer Community in Registered Reports","","2823-9393","","https://rr.peercommunityin.org/articles/rec?id=364","A recommendation of: Maciej Behnke, Daniël Lakens, Kate Petrova, Patrycja Chwiłkowska, Lukasz D. Kaczmarek, Jeremy P. Jamieson, James J. Gross Optimizing Esports Performance Using a Synergistic Mindsets Intervention https://osf.io/sp6av","2023-03-25","2023-05-22 13:10:30","2023-05-22T13:10:30Z","2023-05-22 13:10:00","","","","1","","PCI Registered Reports","","","","","","","","en","(C) Peer Community in Registered Reports, 2023","","","","rr.peercommunityin.org","","Company: Peer Community in Registered Reports Distributor: Peer Community in Registered Reports Institution: Peer Community in Registered Reports Label: Peer Community in Registered Reports Publisher: Peer Community In","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
