"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TS74QXXU","journalArticle","2023","Soliman, Farida; Stockall, Linnaea; Sharma, Devyani","Registered report protocol: Perceptual effects of Arabic grammatical gender on occupational expectations in a gamified speech production task","PLOS ONE","","1932-6203","10.1371/journal.pone.0292936","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0292936","The default use of masculine morphology to refer to all genders in Arabic-speaking countries is largely unquestioned and widely accepted. However, research on masculine generic morphology in other gender-marked languages has shown that this can create an over-representation of men and a male-bias in perception. Given the extensive use of default masculine grammatical gender in the context of job recruitment, education, and formal communication where women are typically underrepresented and men overrepresented, this widely accepted notion needs to be investigated. The primary aim of this research is to understand how grammatical gender in Arabic mediates occupational expectations based on the language currently used in job recruitment in Arabic speaking countries. Specifically, the study explores how the use of default masculine grammatical gender can create a male-bias in perception. The secondary aim of this research is to test whether gender-inclusive language can reduce this male-bias in perception and instead increase the accessibility, activation, and retrieval of exemplars related to other gender minorities (i.e., reduce male-bias in perception). This is achieved through a novel prompted speech production experiment, based on an adaptation of the popular board game ’Taboo’ where participants are asked to describe role nouns presented (e.g., doctor or nurse) in different language conditions.","2023-10-20","2023-11-11 02:46:31","2023-11-11T02:46:31Z","2023-11-10 15:47:32","e0292936","","10","18","","PLOS ONE","Registered report protocol","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science Citation Key: Soliman-2023","","","","","Experimental design; Languages; Linguistic morphology; Multilingualism; Nurses; Psychological attitudes; Sexual and gender issues; Speech","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A5SCFUG6","book","2023","Feldman, Gilad","Registered Report Stage 1 manuscript template","","","","","","This Registered Report collaborative template aims to address the growing prevalence of Registered Reports. Registered Reports (http://cos.io/rr) are a new publication process now adopted by hundreds of journals across the sciences, in which journal peer review is conducted in two stages. The Stage 1 review is conducted on a pre-registration plan prior to any data collection to arrive at an agreement and an official registration of the plan, with the journal issuing an in-principle acceptance. Stage 2 review ensures that plan has been followed or that deviations have been noted and justified. Registered Report Stage 1 submissions differ from common pre-registration templates in that they look like a regular manuscript, with the following differences: 1) manuscript reflects a future plan, 2) results are written on simulated randomized data or as a data analysis plan, 3) discussion section details planned issues to discuss in Stage 2. This template is meant to structure the manuscript style pre-registration with a very detailed and comprehensive plan that would increase the potential of communicating to reviewers all needed aspects for them to be able to provide constructive helpful feedback. The template has been pre-tested extensively in over 40 submissions of the CORE team (2023) and is continuously updated and improved. Template on the OSF: https://osf.io/yqxtp/ ; Help us improve: https://mgto.org/RRmanuscripttemplate","2023-09-11","2023-11-10 14:49:48","2023-11-10T14:49:48Z","","","","","","","","","","","","","","","","","","","","ResearchGate","","DOI: 10.17605/OSF.IO/YQXTP Citation Key: Feldman-2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RP5KTAGD","journalArticle","2017","Aird, Fraser; Kandela, Irawati; Mantis, Christine; Biology, Reproducibility Project: Cancer","Replication Study: BET bromodomain inhibition as a therapeutic strategy to target c-Myc","eLife","","2050-084X","10/gf9h43","https://elifesciences.org/content/6/e21253v1","In 2015, as part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Kandela et al., 2015) that described how we intended to replicate selected experiments from the paper ""BET bromodomain inhibition as a therapeutic strategy to target c-Myc"" (Delmore et al., 2011). Here we report the results of those experiments. We found that treatment of human multiple myeloma (MM) cells with the small-molecular inhibitor of BET bromodomains, (+)-JQ1, selectively downregulated MYC transcription, which is similar to what was reported in the original study (Figure 3B; Delmore et al., 2011). Efficacy of (+)-JQ1 was evaluated in an orthotopically xenografted model of MM. Overall survival was increased in (+)-JQ1 treated mice compared to vehicle control, similar to the original study (Figure 7E; Delmore et al., 2011). Tumor burden, as determined by bioluminescence, was decreased in (+)-JQ1 treated mice compared to vehicle control; however, while the effect was in the same direction as the original study (Figure 7C-D; Delmore et al., 2011), it was not statistically significant. The opportunity to detect a statistically significant difference was limited though, due to the higher rate of early death in the control group, and increased overall survival in (+)-JQ1 treated mice before the pre-specified tumor burden analysis endpoint. Additionally, we evaluated the (−)-JQ1 enantiomer that is structurally incapable of inhibiting BET bromodomains, which resulted in a minimal impact on MYC transcription, but did not result in a statistically significant difference in tumor burden or survival distributions compared to treatment with (+)-JQ1. Finally, we report meta-analyses for each result.","2017-01-19","2023-06-13 16:23:10","2023-06-13T16:23:10Z","2017-01-24 15:11:18","e21253","","","6","","","Replication Study","","","","","","","en","© 2017, Aird et al. This article is distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use and redistribution provided that the original author and source are credited.","","","","elifesciences.org","","Citation Key: aird_replication_2017","","","","life science","Human; Mouse; Replication; bromodomain inhibitor; metascience; myeloma; reproducibility; reproducibility project: cancer biology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQNQ5R4D","journalArticle","2017","Horrigan, Stephen K.; Biology, Reproducibility Project: Cancer","Replication Study: The CD47-signal regulatory protein alpha (SIRPa) interaction is a therapeutic target for human solid tumors","eLife","","2050-084X","10/gf9h46","https://elifesciences.org/content/6/e18173v1","In 2015, as part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Chroscinski et al., 2015) that described how we intended to replicate selected experiments from the paper “The CD47-signal regulatory protein alpha (SIRPa) interaction is a therapeutic target for human solid tumors “(Willingham et al., 2012). Here we report the results of those experiments. We found that treatment of immune competent mice bearing orthotopic breast tumors with anti-mouse CD47 antibodies resulted in short-term anemia compared to controls, consistent with the previously described function of CD47 in normal phagocytosis of aging red blood cells and results reported in the original study (Table S4; Willingham et al., 2012). The weight of tumors after 30 days administration of anti-CD47 antibodies or IgG isotype control were not found to be statistically different, whereas the original study reported inhibition of tumor growth with anti-CD47 treatment (Figure 6A,B; Willingham et al., 2012). However, our efforts to replicate this experiment were confounded because spontaneous regression of tumors occurred in several of the mice. Additionally, the excised tumors were scored for inflammatory cell infiltrates. We found IgG and anti-CD47 treated tumors resulted in minimal to moderate lymphocytic infiltrate, while the original study observed sparse lymphocytic infiltrate in IgG-treated tumors and increased inflammatory cell infiltrates in anti-CD47 treated tumors (Figure 6C; Willingham et al., 2012). Furthermore, we observed neutrophilic infiltration was slightly increased in anti-CD47 treated tumors compared to IgG control. Finally, we report a meta-analysis of the result.","2017-01-19","2023-06-13 16:22:44","2023-06-13T16:22:44Z","2017-01-24 15:09:38","e18173","","","6","","","Replication Study","","","","","","","en","© 2017, Horrigan et al. This article is distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use and redistribution provided that the original author and source are credited.","","","","elifesciences.org","","Citation Key: horrigan_replication_2017","","","","life science","CD47; Mouse; Replication; metascience; reproducibility; reproducibility project: cancer biology; targeted therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDZZ2DT4","journalArticle","2017","Horrigan, Stephen K.; Courville, Pascal; Sampey, Darryl; Zhou, Faren; Cai, Steve; Biology, Reproducibility Project: Cancer","Replication Study: Melanoma genome sequencing reveals frequent PREX2 mutations","eLife","","2050-084X","10/gf9h44","https://elifesciences.org/content/6/e21634v1","In 2015, as part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Chroscinski et al., 2014) that described how we intended to replicate selected experiments from the paper ""Melanoma genome sequencing reveals frequent PREX2 mutations"" (Berger et al., 2012). Here we report the results of those experiments. We regenerated cells stably expressing ectopic wild-type and mutant phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 (PREX2) using the same immortalized human NRASG12D melanocytes as the original study. Evaluation of PREX2 expression in these newly generated stable cells revealed varying levels of expression among the PREX2 isoforms, which was also observed in the stable cells made in the original study (Figure S6A; Berger et al., 2012). Additionally, ectopically expressed PREX2 was found to be at least 5 times above endogenous PREX2 expression. The monitoring of tumor formation of these stable cells in vivo resulted in no statistically significant difference in tumor-free survival driven by PREX2 variants, whereas the original study reported that these PREX2 mutations increased the rate of tumor incidence compared to controls (Figure 3B and S6B; Berger et al., 2012). Surprisingly, the median tumor-free survival was 1 week in this replication attempt, while 70% of the control mice were reported to be tumor-free after 9 weeks in the original study. The rapid tumor onset observed in this replication attempt, compared to the original study, makes the detection of accelerated tumor growth in PREX2 expressing NRASG12D melanocytes extremely difficult. Finally, we report meta-analyses for each result.","2017-01-19","2023-06-13 16:22:32","2023-06-13T16:22:32Z","2017-01-24 15:10:44","e21634","","","6","","","Replication Study","","","","","","","en","© 2017, Horrigan et al. This article is distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use and redistribution provided that the original author and source are credited.","","","","elifesciences.org","","Citation Key: horrigan_replication_2017-1","","","","life science","Mouse; Replication; driver mutation; melanoma; metascience; reproducibility; reproducibility project: cancer biology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H77ZIBPR","journalArticle","2017","Mantis, Christine; Kandela, Irawati; Aird, Fraser; Biology, Reproducibility Project: Cancer","Replication Study: Coadministration of a tumor-penetrating peptide enhances the efficacy of cancer drugs","eLife","","2050-084X","10/gf9h47","https://elifesciences.org/content/6/e17584v1","In 2015, as part of the Reproducibility Project: Cancer Biology, we published a Registered Report (Kandela et al., 2015) that described how we intended to replicate selected experiments from the paper “Coadministration of a tumor-penetrating peptide enhances the efficacy of cancer drugs“ (Sugahara et al., 2010). Here we report the results of those experiments. We found that coadministration with iRGD peptide did not have an impact on permeability of the chemotherapeutic agent doxorubicin (DOX) in a xenograft model of prostate cancer, whereas the original study reported that it increased the penetrance of this cancer drug (Figure 2B; Sugahara et al., 2010). Further, in mice bearing orthotopic 22Rv1 human prostate tumors, we did not find a statistically significant difference in tumor weight for mice treated with DOX and iRGD compared to DOX alone, whereas the original study reported a decrease in tumor weight when DOX was coadministered with iRGD (Figure 2C; Sugahara et al., 2010). In addition, we did not find a statistically significant difference in TUNEL staining in tumor tissue between mice treated with DOX and iRGD compared to DOX alone, while the original study reported an increase in TUNEL positive staining with iRGD coadministration (Figure 2D; Sugahara et al., 2010). Similar to the original study (Supplemental Figure 9A; Sugahara et al., 2010), we did not observe an impact on mouse body weight with DOX and iRGD treatment. Finally, we report meta-analyses for each result.","2017-01-19","2023-06-13 16:22:12","2023-06-13T16:22:12Z","2017-01-24 15:10:15","e17584","","","6","","","Replication Study","","","","","","","en","© 2017, Mantis et al. This article is distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use and redistribution provided that the original author and source are credited.","","","","elifesciences.org","","Citation Key: mantis_replication_2017","","","","life science","Human; Mouse; Replication; doxorubicin; metascience; reproducibility; reproducibility project: cancer biology; tumor penetrating peptide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YNQYEJAL","journalArticle","2023","Gya, Ragnhild; Birkeli, Kristine; Dahle, Ingrid J.; Foote, Christopher G.; Geange, Sonya R.; Lynn, Joshua S.; Töpper, Joachim P.; Vandvik, Vigdis; Zernichow, Camilla; Jenkins, Gareth B.","Registered Reports: A new chapter at Ecology & Evolution","Ecology and Evolution","","2045-7758","10.1002/ece3.10023","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10133976/","Ecology & Evolution has published its first Registered Report and offers the perspective of the editor, author, and student on the publication process.","2023-04-27","2023-06-13 16:18:07","2023-06-13T16:18:07Z","2023-05-22 13:22:50","e10023","","4","13","","Ecol Evol","Registered Reports","","","","","","","","","","","","PubMed Central","","PMID: 37122770 PMCID: PMC10133976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJEY28QK","journalArticle","2019","Essex, Anthony; Pineda, Javier; Acharya, Grishma; Xin, Hong; Evans, James; Reproducibility Project: Cancer Biology; Iorns, Elizabeth; Tsui, Rachel; Denis, Alexandria; Perfito, Nicole; Errington, Timothy M; Iorns, Elizabeth; Tsui, Rachel; Denis, Alexandria; Perfito, Nicole; Errington, Timothy M","Replication Study: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment","eLife","","2050-084X","10/gf9h3r","https://elifesciences.org/articles/45426","","2019-06-19","2023-06-13 16:09:59","2023-06-13T16:09:59Z","2019-06-25 15:02:55","","","","8","","","Replication Study","","","","","","","en","","","","","Crossref","","00000","","","","life science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NH55GVPG","journalArticle","2018","Kim, Jeewon; Afshari, Amirali; Sengupta, Ranjita; Sebastiano, Vittorio; Gupta, Archana; Kim, Young H; Reproducibility Project: Cancer Biology; Iorns, Elizabeth; Tsui, Rachel; Denis, Alexandria; Perfito, Nicole; Errington, Timothy M; Iorns, Elizabeth; Tsui, Rachel; Denis, Alexandria; Perfito, Nicole; Errington, Timothy M","Replication study: Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET","eLife","","2050-084X","10/gf9h35","https://elifesciences.org/articles/39944","","2018-12-11","2023-06-13 13:55:20","2023-06-13T13:55:20Z","2019-04-29 13:53:47","","","","7","","","Replication study","","","","","","","en","","","","","Crossref","","00000","","","","life science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GVUPZ4Q3","journalArticle","2018","Lewis, L Michelle; Edwards, Meredith C; Meyers, Zachary R; Talbot, C Conover; Hao, Haiping; Blum, David; Reproducibility Project: Cancer Biology; Iorns, Elizabeth; Tsui, Rachel; Denis, Alexandria; Perfito, Nicole; Errington, Timothy M","Replication Study: Transcriptional amplification in tumor cells with elevated c-Myc","eLife","","2050-084X","10/gf9h4w","https://elifesciences.org/articles/30274","","2018-01-09","2023-06-13 13:51:45","2023-06-13T13:51:45Z","2018-01-10 14:17:52","e30274","","","7","","","Replication Study","","","","","","","en","","","","","CrossRef","","00000","","","","life science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
